"cc","firm","produce","sales_in","sales_out","year","month"
"110CC","SYM",1153,1310,105,2017,8
"125CC","SYM",10598,10179,917,2017,8
"150CC","SYM",798,808,36,2017,8
"250CC","SYM",104,13,104,2017,8
"50CC","SUZUKI",554,0,671,2017,8
"100CC","SUZUKI",0,0,0,2017,8
"125CC","SUZUKI",1742,748,976,2017,8
"90CC","SUZUKI",0,0,512,2017,8
"250CC","SUZUKI",0,0,0,2017,8
"50CC","YAMAHA",6808,300,6508,2017,8
"100CC","YAMAHA",26,0,26,2017,8
"125CC","YAMAHA",16240,14304,1930,2017,8
"150CC","YAMAHA",3950,3300,650,2017,8
"50CC","KYMCO",1670,70,1736,2017,8
"100CC","KYMCO",9654,9028,210,2017,8
"110CC","KYMCO",6279,6142,0,2017,8
"125CC","KYMCO",21166,16787,5498,2017,8
"150CC","KYMCO",4297,2466,2862,2017,8
"250CC","KYMCO",1380,0,1332,2017,8
"90CC","KYMCO",0,0,0,2017,8
"50CC","PGO",1580,0,1606,2017,8
"100CC","PGO",0,0,0,2017,8
"110CC","PGO",1129,1183,6,2017,8
"125CC","PGO",2390,2403,1,2017,8
"150CC","PGO",925,615,163,2017,8
"50CC","SYM",2708,0,2708,2017,7
"90CC","SYM",0,0,0,2017,7
"100CC","SYM",6000,5784,0,2017,7
"110CC","SYM",1872,1955,166,2017,7
"125CC","SYM",9911,9107,1925,2017,7
"150CC","SYM",1327,866,15,2017,7
"250CC","SYM",468,13,469,2017,7
"50CC","SUZUKI",406,0,153,2017,7
"100CC","SUZUKI",0,0,0,2017,7
"125CC","SUZUKI",1098,697,900,2017,7
"90CC","SUZUKI",352,0,120,2017,7
"250CC","SUZUKI",0,0,0,2017,7
"50CC","YAMAHA",5878,200,5678,2017,7
"100CC","YAMAHA",530,500,30,2017,7
"125CC","YAMAHA",14750,13000,1750,2017,7
"150CC","YAMAHA",3410,3100,310,2017,7
"50CC","KYMCO",2571,101,2120,2017,7
"100CC","KYMCO",8737,8842,240,2017,7
"110CC","KYMCO",5498,5546,0,2017,7
"125CC","KYMCO",18544,15250,3570,2017,7
"150CC","KYMCO",5936,3928,1748,2017,7
"250CC","KYMCO",814,0,616,2017,7
"90CC","KYMCO",0,0,0,2017,7
"50CC","PGO",291,0,309,2017,7
"100CC","PGO",0,0,0,2017,7
"110CC","PGO",1414,1119,3,2017,7
"125CC","PGO",2989,2811,4,2017,7
"150CC","PGO",742,569,156,2017,7
